Date,Open,High,Low,Close,Adj Close,Volume
2018-10-15,68.120003,70.139999,67.559998,69.750000,69.750000,15797700
2018-10-22,69.849998,70.209999,64.279999,65.110001,65.110001,25425600
2018-10-29,66.139999,69.599998,63.480000,68.510002,68.510002,26745600
2018-11-05,68.959999,70.779999,67.980003,68.680000,68.680000,15301400
2018-11-12,68.690002,69.699997,67.000000,69.139999,69.139999,18226100
2018-11-19,68.529999,69.599998,66.080002,67.070000,67.070000,12958000
2018-11-26,67.760002,69.209999,66.940002,68.449997,68.449997,15236200
2018-12-03,68.500000,69.019997,65.019997,65.690002,65.690002,17210800
2018-12-10,65.669998,67.339996,64.339996,65.650002,65.650002,14849700
2018-12-17,65.730003,66.570000,61.700001,61.930000,61.930000,25067800
2018-12-24,61.509998,63.750000,59.959999,63.240002,63.240002,16121700
2018-12-31,63.320000,67.559998,62.410000,67.489998,67.489998,16412000
2019-01-07,67.370003,69.059998,67.010002,69.000000,69.000000,22746300
2019-01-14,68.410004,68.559998,65.639999,66.959999,66.959999,19442600
2019-01-21,66.750000,69.269997,66.199997,68.480003,68.480003,12740900
2019-01-28,67.870003,70.120003,66.629997,69.629997,69.629997,16550500
2019-02-04,69.410004,69.699997,65.559998,68.379997,68.379997,22945900
2019-02-11,68.169998,72.070000,68.000000,72.050003,72.050003,18928800
2019-02-18,72.010002,74.059998,71.760002,73.199997,73.199997,15232900
2019-02-25,73.370003,73.529999,71.250000,72.339996,72.339996,13014600
2019-03-04,72.239998,72.339996,69.989998,70.650002,70.650002,14423100
2019-03-11,70.830002,73.500000,70.410004,73.459999,73.459999,11646200
2019-03-18,73.279999,74.059998,71.809998,71.900002,71.900002,15864700
2019-03-25,71.849998,73.790001,68.160004,69.099998,69.099998,20737700
2019-04-01,69.540001,70.750000,68.699997,70.349998,70.349998,17319300
2019-04-08,70.139999,73.879997,69.769997,73.709999,73.709999,14926500
2019-04-15,73.709999,74.309998,71.300003,73.750000,73.750000,15351800
