Date,Open,High,Low,Close,Adj Close,Volume
2018-10-15,150.901169,155.523254,147.674423,148.711243,134.268051,20694180
2018-10-22,149.001938,149.447678,140.281006,141.511627,127.767693,21446508
2018-10-29,145.119995,146.589996,139.300003,145.479996,131.350616,22332300
2018-11-05,145.589996,151.600006,145.490005,150.320007,135.720551,14724400
2018-11-12,150.169998,150.789993,145.210007,148.550003,134.122452,13747600
2018-11-19,148.429993,149.779999,142.009995,143.259995,130.069153,10215300
2018-11-26,143.869995,147.100006,142.020004,146.750000,133.237854,20024400
2018-12-03,150.000000,151.509995,137.139999,138.710007,125.938164,18023500
2018-12-10,138.699997,140.839996,135.649994,136.440002,123.877144,16407000
2018-12-17,135.830002,137.759995,129.330002,129.440002,117.521667,21062300
2018-12-24,128.600006,133.070007,123.480003,130.759995,118.720123,12287800
2018-12-31,131.559998,135.039993,129.070007,134.619995,122.224709,11723500
2019-01-07,134.339996,137.940002,133.149994,137.360001,124.712471,11613700
2019-01-14,136.339996,142.509995,135.979996,141.850006,128.789032,15188800
2019-01-21,140.960007,142.699997,138.699997,141.710007,128.661911,12076300
2019-01-28,140.330002,149.000000,138.869995,144.710007,131.385696,18025700
2019-02-04,144.479996,149.490005,144.440002,148.610001,134.926559,17716500
2019-02-11,148.990005,153.320007,148.050003,153.320007,139.202881,13542400
2019-02-18,152.610001,154.839996,152.080002,153.199997,139.093933,10676800
2019-02-25,154.199997,155.850006,153.110001,155.720001,142.135910,12279500
2019-03-04,156.789993,156.979996,150.380005,151.589996,138.366180,17880000
2019-03-11,151.000000,156.009995,150.550003,155.350006,141.798187,15093600
2019-03-18,155.550003,158.910004,154.899994,155.830002,142.236343,11847000
2019-03-25,155.929993,159.490005,155.610001,158.919998,145.056763,11911500
2019-04-01,160.000000,162.179993,159.759995,161.699997,147.594238,13253800
2019-04-08,161.199997,162.630005,159.210007,162.470001,148.297119,10042600
2019-04-15,162.750000,169.860001,161.789993,169.059998,154.312195,15193200
2019-04-22,168.250000,172.289993,167.500000,172.250000,157.223938,17302900
2019-04-29,171.899994,174.339996,169.559998,173.539993,158.401367,18907200
2019-05-06,170.490005,173.500000,168.020004,171.630005,156.658005,15887100
2019-05-13,168.479996,172.050003,165.309998,169.949997,155.124573,13322700
2019-05-20,169.389999,170.570007,165.330002,166.679993,152.139801,11601400
2019-05-27,166.860001,167.619995,162.679993,164.309998,150.706467,10252400
2019-06-03,164.479996,173.240005,164.320007,172.259995,157.998260,12049400
2019-06-10,173.490005,173.970001,170.389999,172.809998,158.502716,9341600
2019-06-17,173.380005,177.360001,172.020004,174.309998,159.878555,14765200
2019-06-24,174.289993,175.509995,173.210007,174.589996,160.135361,10818000
2019-07-01,176.630005,178.470001,174.669998,176.589996,161.969788,5469400
2019-07-08,176.300003,177.190002,173.240005,177.139999,162.474243,9659000
2019-07-15,177.360001,177.360001,168.520004,172.990005,158.667816,16298400
2019-07-22,173.020004,175.589996,172.429993,173.610001,159.236511,9114900
2019-07-29,173.860001,174.949997,166.639999,168.009995,154.100128,10756500
2019-08-05,165.179993,167.669998,160.889999,166.669998,152.871063,14210300
2019-08-12,165.419998,170.029999,161.100006,165.029999,151.366852,11137900
2019-08-19,167.210007,167.330002,155.490005,156.490005,144.254990,11388500
2019-08-26,157.869995,165.639999,154.910004,164.619995,151.749374,15063500
2019-09-02,163.509995,171.789993,162.649994,171.160004,157.778046,14613600
2019-09-09,171.889999,172.729996,166.899994,167.710007,154.597748,18778000
2019-09-16,167.039993,168.759995,165.259995,168.309998,155.150864,13547200
2019-09-23,166.740005,168.479996,164.929993,168.039993,154.901962,11106500
2019-09-30,168.830002,170.160004,158.839996,163.630005,150.836761,15222600
2019-10-07,163.279999,165.350006,158.589996,163.529999,150.744568,11170900
2019-10-14,163.619995,168.990005,162.429993,165.570007,152.625107,15044800
2019-10-21,166.970001,172.100006,166.570007,171.630005,158.211288,12334800
2019-10-28,171.970001,176.289993,171.630005,176.119995,162.350220,12016000
2019-11-04,176.600006,181.990005,176.600006,181.210007,167.042282,16467500
2019-11-11,180.690002,183.119995,179.110001,181.750000,167.540085,10717700
2019-11-18,181.440002,181.699997,175.399994,176.789993,163.777985,14257000
2019-11-25,177.860001,179.690002,175.970001,178.550003,165.408447,9914300
2019-12-02,178.550003,178.750000,171.259995,175.460007,162.545868,14222500
2019-12-09,175.179993,178.789993,173.660004,176.979996,163.953979,10086200
2019-12-16,177.270004,178.000000,174.410004,176.410004,163.425949,16894600
2019-12-23,177.380005,177.380005,175.720001,176.479996,163.490814,5776800
2019-12-30,176.559998,180.800003,175.460007,178.860001,165.695633,9061600
2020-01-06,177.839996,179.899994,175.589996,178.679993,165.528839,12287400
2020-01-13,179.250000,184.059998,178.690002,183.229996,169.743958,11877300
2020-01-20,183.039993,183.300003,176.490005,177.130005,164.092941,9241300
2020-01-27,174.270004,178.770004,171.339996,173.220001,160.470734,15445000
2020-02-03,174.460007,178.000000,170.669998,175.279999,162.379105,15035300
2020-02-10,174.919998,181.860001,174.110001,180.809998,167.502106,12773700
2020-02-17,180.100006,182.210007,178.750000,179.880005,166.640564,8560300
2020-02-24,174.440002,177.369995,150.619995,162.169998,150.234024,24217600
2020-03-02,163.089996,171.929993,157.580002,164.029999,152.779633,27802200
