Date,Open,High,Low,Close,Adj Close,Volume
2018-10-15,669.489990,679.530029,635.080017,670.000000,622.015320,23343342
2018-10-22,675.000000,702.020020,607.979980,610.099976,566.405334,40322988
2018-10-29,610.099976,610.099976,509.019989,599.900024,556.935791,48854517
2018-11-05,593.000000,593.000000,558.010010,562.000000,521.750122,21729156
2018-11-12,553.000000,570.000000,536.799988,560.000000,519.893372,23579229
2018-11-19,560.299988,572.000000,553.679993,556.900024,517.015381,13156935
2018-11-26,558.000000,569.799988,545.500000,565.000000,524.535217,16117185
2018-12-03,589.000000,616.500000,584.700012,587.000000,544.959656,22107649
2018-12-10,576.000000,606.880005,574.179993,592.960022,550.492859,12583271
2018-12-17,592.570007,595.969971,562.210022,567.409973,526.772705,12741540
2018-12-24,563.500000,596.400024,553.609985,590.010010,547.754089,15674086
2018-12-31,590.010010,612.000000,582.020020,602.000000,558.885437,13094731
2019-01-07,587.280029,637.000000,600.280029,635.880005,590.338928,18140864
2019-01-14,633.000000,690.200012,621.549988,683.609985,634.650513,22239133
2019-01-21,690.000000,698.880005,663.130005,679.700012,631.020569,18094057
2019-01-28,684.000000,699.000000,668.000000,692.669983,643.061707,15636261
2019-02-04,692.669983,692.669983,692.669983,692.669983,643.061707,0
2019-02-11,695.000000,743.659973,688.179993,724.780029,672.872070,18440535
2019-02-18,731.000000,744.950012,714.099976,726.010010,674.013977,16088893
2019-02-25,730.750000,790.000000,717.989990,789.299988,732.771179,32735600
2019-03-04,795.000000,798.330017,733.650024,737.500000,684.681030,28860367
2019-03-11,740.039978,787.500000,739.000000,777.299988,721.630554,25973288
2019-03-18,778.799988,814.530029,777.000000,794.000000,737.134521,21616203
2019-03-25,786.000000,866.679993,764.099976,853.989990,792.828125,26617426
2019-04-01,860.000000,868.950012,834.210022,865.000000,803.049561,21299082
2019-04-08,900.000000,951.900024,890.119995,914.000000,848.540222,29177082
2019-04-15,931.000000,960.950012,901.219971,952.559998,884.338684,18468540
2019-04-22,959.500000,990.000000,940.609985,945.000000,877.320068,21778603
2019-04-29,945.000000,989.000000,935.000000,974.000000,904.243103,8851548
2019-05-06,925.500000,935.000000,842.500000,907.119995,842.153015,48927245
2019-05-13,898.859985,933.000000,873.000000,906.789978,841.846558,26412628
2019-05-20,900.000000,910.000000,856.219971,878.500000,815.582764,22092794
2019-05-27,879.099976,924.950012,860.049988,890.000000,826.259155,25562264
2019-06-03,892.000000,901.349976,858.000000,862.130005,800.385193,14302293
2019-06-10,857.979980,932.299988,840.000000,913.000000,847.611938,24872876
2019-06-17,907.000000,984.489990,902.599976,976.299988,906.378357,22913553
2019-06-24,978.299988,1001.000000,967.000000,984.000000,913.526978,20573018
2019-07-01,1004.520020,1035.599976,971.219971,999.820007,941.959290,25478703
2019-07-08,995.049988,998.380005,968.349976,986.090027,929.023926,15219158
2019-07-15,967.799988,982.299988,947.179993,955.869995,900.552673,18585227
2019-07-22,960.000000,971.000000,938.150024,965.030029,909.182556,17210393
2019-07-29,962.030029,983.000000,943.000000,954.450012,899.214844,14385442
2019-08-05,945.000000,980.950012,923.799988,962.030029,906.356201,17490528
2019-08-12,1010.309998,1075.579956,995.010010,1054.599976,993.569031,21656372
2019-08-19,1061.000000,1133.560059,1049.050049,1130.099976,1064.699829,16431941
2019-08-26,1113.000000,1146.000000,1083.010010,1142.000000,1075.911255,22189296
2019-09-02,1139.989990,1151.020020,1120.109985,1142.489990,1076.372803,15042707
2019-09-09,1145.000000,1148.000000,1066.000000,1099.000000,1035.399658,17853428
2019-09-16,1083.000000,1160.000000,1083.000000,1157.420044,1090.438721,18798966
2019-09-23,1157.000000,1188.869995,1131.000000,1174.750000,1106.765747,13922859
2019-09-30,1163.000000,1169.430054,1150.000000,1150.000000,1083.448242,3082514
2019-10-07,1150.000000,1180.000000,1109.020020,1174.599976,1106.624512,13669679
2019-10-14,1186.000000,1215.680054,1160.000000,1175.790039,1107.745605,18517314
2019-10-21,1171.859985,1181.500000,1143.030029,1171.349976,1103.562500,11984120
2019-10-28,1166.010010,1199.959961,1165.000000,1185.000000,1116.422729,12026568
2019-11-04,1190.000000,1215.650024,1188.880005,1205.000000,1135.265259,10941020
2019-11-11,1201.500000,1240.000000,1193.510010,1224.900024,1154.013550,10833189
2019-11-18,1225.119995,1241.609985,1185.000000,1194.000000,1124.901855,12018361
2019-11-25,1188.050049,1198.599976,1112.890015,1129.000000,1063.663452,20961248
2019-12-02,1118.199951,1170.000000,1117.739990,1170.000000,1102.290771,15425347
2019-12-09,1175.000000,1176.000000,1130.079956,1163.000000,1095.695923,11088844
2019-12-16,1163.000000,1175.199951,1137.939941,1146.300049,1079.962280,13630961
2019-12-23,1139.000000,1172.000000,1119.989990,1163.000000,1095.695923,13199180
2019-12-30,1170.199951,1195.500000,1076.900024,1078.560059,1016.142517,34176741
2020-01-06,1070.859985,1115.989990,1067.300049,1112.500000,1048.118286,20965836
2020-01-13,1124.270020,1124.270020,1101.010010,1107.500000,1043.407593,14635391
2020-01-20,1111.859985,1111.859985,1037.000000,1052.800049,991.873230,15793382
2020-01-27,1052.800049,1052.800049,1052.800049,1052.800049,991.873230,0
2020-02-03,985.000000,1077.000000,980.000000,1076.000000,1013.730713,31193522
2020-02-10,1062.000000,1113.890015,1057.199951,1088.000000,1025.036255,16022174
2020-02-17,1082.500000,1124.000000,1078.000000,1112.880005,1048.476440,16648735
2020-02-24,1105.500000,1110.000000,1049.969971,1057.000000,995.830322,20504181
2020-03-02,1050.109985,1176.000000,1050.010010,1155.500000,1088.629761,24477363
2020-03-09,1135.000000,1169.579956,1080.000000,1112.030029,1047.675537,24953053
2020-03-16,1103.979980,1107.949951,960.099976,1035.280029,975.367065,36645580
2020-03-23,1000.000000,1092.000000,991.520020,1075.500000,1013.259521,19848140
2020-03-30,1060.250000,1147.959961,1057.000000,1139.790039,1073.829102,18470035
2020-04-06,1139.790039,1181.500000,1139.790039,1165.000000,1097.580200,11833373
2020-04-13,1165.000000,1234.560059,1148.500000,1226.000000,1155.049927,14208674
2020-04-20,1221.000000,1265.680054,1193.000000,1250.560059,1178.188721,14351850
2020-04-27,1257.000000,1299.939941,1250.959961,1265.699951,1192.452393,10867074
2020-05-04,1265.699951,1338.000000,1250.000000,1314.609985,1238.531982,9284823
2020-05-11,1320.000000,1337.989990,1301.880005,1313.000000,1237.015259,11038031
2020-05-18,1306.000000,1371.959961,1306.000000,1328.199951,1251.335571,13781201
2020-05-25,1330.000000,1369.979980,1321.000000,1366.599976,1287.513062,13570278
2020-06-01,1381.000000,1428.880005,1381.000000,1425.000000,1342.533569,12138169
2020-06-08,1425.000000,1435.000000,1383.310059,1416.369995,1334.403076,13375223
2020-06-15,1402.000000,1445.199951,1381.000000,1439.839966,1356.514771,14324386
2020-06-22,1435.099976,1482.000000,1433.199951,1460.010010,1375.517578,8232025
2020-06-29,1448.000000,1552.500000,1437.010010,1541.790039,1469.532715,17021877
2020-07-06,1538.000000,1744.819946,1531.810059,1713.849976,1633.528809,24378955
2020-07-13,1714.680054,1787.000000,1600.000000,1648.050049,1570.812622,31567786
2020-07-20,1652.500000,1710.000000,1585.000000,1595.300049,1520.534668,23952357
2020-07-27,1616.010010,1705.000000,1600.000000,1678.180054,1599.530518,22350590
2020-08-03,1686.880005,1696.579956,1598.500000,1631.000000,1554.561523,15901417
2020-08-10,1627.969971,1666.430054,1605.250000,1661.000000,1583.155518,14557016
2020-08-17,1674.000000,1720.000000,1656.000000,1676.000000,1597.452515,14837454
2020-08-24,1699.939941,1764.000000,1691.010010,1757.000000,1674.656494,16395681
2020-08-31,1770.579956,1828.000000,1746.000000,1770.000000,1687.047119,17275488
