Date,Open,High,Low,Close,Adj Close,Volume
2018-10-15,37.389999,39.509998,37.240002,39.209999,34.339962,25023000
2018-10-22,39.669998,39.759998,36.669998,37.900002,33.192673,24247100
2018-10-29,38.459999,39.419998,37.630001,37.849998,33.148880,23526400
2018-11-05,38.720001,41.279999,37.669998,40.970001,35.881363,21478600
2018-11-12,41.189999,41.779999,39.939999,40.669998,35.618626,32873000
2018-11-19,40.450001,40.980000,39.740002,40.200001,35.207001,14453900
2018-11-26,40.180000,40.450001,39.250000,39.820000,34.874195,23615300
2018-12-03,39.950001,40.349998,38.119999,38.180000,33.437893,21941400
2018-12-10,38.860001,39.500000,38.130001,39.150002,34.287418,25016100
2018-12-17,39.200001,39.279999,37.490002,37.509998,32.851109,19488500
2018-12-24,37.869999,38.099998,36.490002,37.770000,33.078819,17176100
2018-12-31,37.820000,39.380001,37.590000,39.180000,34.313683,13087100
2019-01-07,39.000000,39.139999,36.889999,36.950001,32.360668,27128100
2019-01-14,36.540001,36.840000,35.419998,36.549999,32.010349,39640400
2019-01-21,36.490002,37.029999,35.580002,35.750000,31.309704,28151400
2019-01-28,35.560001,36.880001,35.299999,36.650002,32.097927,21887500
2019-02-04,36.799999,37.259998,36.560001,37.009998,32.413216,14798700
2019-02-11,36.799999,41.009998,36.549999,40.919998,35.837578,30775100
2019-02-18,39.970001,40.990002,39.939999,40.939999,35.855087,26899700
2019-02-25,41.500000,42.580002,41.130001,41.759998,36.573242,24966700
2019-03-04,41.730000,42.610001,41.330002,41.770000,37.420643,21529500
2019-03-11,41.650002,42.560001,41.639999,42.509998,38.083576,23140200
2019-03-18,42.520000,43.299999,42.419998,42.590000,38.155254,16368700
2019-03-25,42.599998,43.259998,40.139999,40.430000,36.220161,48699400
2019-04-01,41.439999,41.660000,40.470001,40.700001,36.462051,36988000
2019-04-08,41.080002,41.080002,39.470001,39.520000,35.404922,26105700
2019-04-15,39.759998,40.099998,38.349998,38.799999,34.759888,16179000
2019-04-22,38.779999,39.150002,37.660000,37.990002,34.034233,24927200
2019-04-29,38.560001,38.570000,36.830002,38.410000,34.410500,32816800
2019-05-06,37.919998,38.730000,37.389999,37.650002,33.729637,21658800
2019-05-13,37.290001,38.060001,37.119999,37.779999,33.846096,24097200
2019-05-20,37.340000,39.320000,37.330002,39.020000,34.956985,18097600
2019-05-27,38.500000,38.650002,37.119999,37.380001,33.487751,12677900
2019-06-03,38.040001,39.270000,37.759998,39.020000,34.956985,12252300
2019-06-10,39.160000,40.009998,39.080002,39.669998,35.539295,11312100
2019-06-17,39.560001,42.080002,39.549999,41.360001,37.053322,14204700
2019-06-24,41.529999,41.700001,40.759998,41.279999,36.981655,9048600
2019-07-01,41.650002,42.150002,40.900002,40.939999,36.677055,10184800
2019-07-08,40.750000,41.410000,39.849998,40.209999,36.023075,10953300
2019-07-15,40.259998,40.740002,40.060001,40.119999,35.942444,11384800
2019-07-22,40.410000,43.540001,39.849998,43.509998,38.979450,27419700
2019-07-29,44.560001,44.740002,42.970001,44.279999,39.669277,19104500
2019-08-05,43.860001,45.279999,43.160000,44.770000,40.108253,18274500
2019-08-12,44.790001,44.860001,43.799999,44.340000,40.134239,12158800
2019-08-19,44.570000,45.689999,44.330002,44.580002,40.351479,20903400
