Date,Open,High,Low,Close,Adj Close,Volume
2022-12-26,94.000000,98.699997,92.500000,93.900002,86.846786,17619095
2023-01-02,93.900002,98.000000,93.400002,97.900002,90.546333,9422369
2023-01-09,98.000000,98.599998,96.800003,97.800003,90.453842,4584903
2023-01-16,99.000000,99.400002,97.099998,97.699997,90.361351,3379928
2023-01-23,99.199997,100.800003,98.199997,100.400002,92.858551,6866474
2023-01-30,100.400002,100.400002,96.000000,96.400002,89.159004,3771114
2023-02-06,96.400002,99.300003,95.800003,98.300003,90.916290,2515305
2023-02-13,99.300003,112.400002,99.099998,107.000000,98.962791,10950986
2023-02-20,107.599998,108.800003,104.000000,104.599998,96.743073,5896610
2023-02-27,104.800003,108.599998,104.599998,107.400002,99.332748,2065942
2023-03-06,107.400002,111.000000,106.000000,107.800003,99.702705,1250
2023-03-13,107.800003,109.000000,100.599998,101.000000,93.413483,1585
2023-03-20,103.000000,106.800003,102.400002,106.199997,98.222878,1949
2023-03-27,106.199997,113.599998,106.199997,111.400002,103.032295,141
2023-04-03,113.000000,115.800003,112.199997,114.400002,105.806953,1730
2023-04-10,114.400002,117.800003,113.199997,117.400002,108.581612,1407
2023-04-17,117.199997,118.400002,117.000000,118.000000,109.136536,380
2023-04-24,118.000000,118.800003,115.800003,116.400002,107.656723,1878
2023-05-01,116.400002,122.199997,112.599998,121.599998,112.466133,1891
2023-05-08,122.000000,129.000000,118.199997,128.000000,123.698929,8553
2023-05-15,128.000000,129.600006,125.000000,128.399994,124.085480,1732
2023-05-22,128.399994,134.600006,128.399994,133.199997,128.724197,1491
2023-05-29,133.199997,135.199997,130.199997,131.600006,127.177971,2711
2023-06-05,132.199997,143.800003,131.399994,142.000000,137.228500,1345
2023-06-12,142.000000,143.800003,137.800003,141.399994,136.648651,3866
2023-06-19,141.000000,141.000000,134.600006,137.000000,132.396515,3373249
2023-06-26,137.000000,141.199997,137.000000,140.000000,135.295700,688042
2023-07-03,140.000000,152.199997,139.000000,145.000000,140.127686,5059308
2023-07-10,145.000000,152.800003,143.199997,146.199997,141.287369,4137605
2023-07-17,145.800003,148.399994,142.399994,145.399994,140.514252,2996662
2023-07-24,145.800003,153.000000,144.399994,147.800003,142.833603,5728527
2023-07-31,148.199997,151.199997,146.399994,147.800003,142.833603,3703190
2023-08-07,148.000000,148.199997,137.399994,144.000000,139.161301,5360098
2023-08-14,143.399994,147.399994,142.399994,142.600006,137.808350,3399385
2023-08-21,142.000000,143.600006,139.199997,141.800003,137.035217,2938672
2023-08-28,141.800003,148.000000,141.600006,145.399994,140.514252,4015327
2023-09-04,145.399994,149.800003,143.800003,145.600006,140.707535,3715105
2023-09-11,142.399994,151.199997,142.399994,149.000000,143.993286,6300111
2023-09-18,149.000000,151.600006,147.000000,149.000000,143.993286,3305304
2023-09-25,149.000000,150.000000,144.399994,148.800003,143.800003,2622380
2023-10-02,143.600006,145.000000,125.199997,129.199997,124.858604,5179480
2023-10-09,128.600006,136.800003,127.000000,132.000000,132.000000,2581470
