Date,Open,High,Low,Close,Adj Close,Volume
2018-10-15,134.206497,139.053543,122.332695,123.422562,96.573914,53271002
2018-10-22,123.881454,126.099426,118.269600,119.302101,93.349800,38665077
2018-10-29,114.091782,118.499046,109.072655,110.583176,86.527527,91810976
2018-11-05,110.994263,119.560226,110.898659,118.107079,92.414734,50713113
2018-11-12,118.068832,118.135757,114.254303,116.223709,92.099289,24591460
2018-11-19,116.281075,116.806885,111.567879,112.036331,88.781090,18865133
2018-11-26,113.164436,119.206497,112.868073,118.804970,94.144775,28734772
2018-12-03,120.143402,121.022942,113.642448,114.091782,90.409897,26991716
2018-12-10,114.474190,118.365204,113.307838,114.627151,90.834152,24791142
2018-12-17,113.833649,114.980881,105.583176,106.061188,84.046188,41301728
2018-12-24,105.066925,109.751434,101.281075,108.059273,85.629547,22625294
2018-12-31,108.346077,112.323135,106.778206,112.160614,88.879578,18877371
2019-01-07,112.332695,116.500954,111.539200,116.118546,92.015976,20690821
2019-01-14,115.210327,119.235184,114.493309,118.374763,93.803856,24702022
2019-01-21,117.877632,129.063095,116.195030,128.078400,101.493332,46177133
2019-01-28,127.246651,129.455063,126.749519,128.202682,101.591820,24670642
2019-02-04,128.126190,130.640533,126.309753,127.829826,101.296356,22880622
2019-02-11,128.384323,132.112808,128.021027,131.959854,105.787491,18094545
2019-02-18,131.749527,133.250473,131.185471,133.126190,106.722473,13847680
2019-02-25,133.843216,134.311661,131.663483,133.078400,106.684174,15975871
2019-03-04,133.833649,133.919693,127.705544,129.149139,103.534225,19411564
2019-03-11,130.047806,134.158707,129.866150,133.298279,106.860451,21923637
2019-03-18,133.680695,135.869980,132.619507,133.317398,106.875778,18705513
2019-03-25,132.944550,135.009567,132.265778,134.894836,108.140350,14912821
2019-04-01,135.286804,137.877625,135.286804,136.978973,109.811111,15243568
2019-04-08,136.730408,138.087952,135.602295,138.001907,110.631157,14304677
2019-04-15,138.049713,138.996170,130.267685,134.158707,107.550232,28650567
2019-04-22,133.288712,135.095596,131.653915,133.307846,106.868103,17741206
2019-04-29,133.030594,135.573608,132.581268,134.082214,107.488899,17543616
2019-05-06,132.217972,134.502869,126.596558,129.369019,103.710495,20406728
2019-05-13,127.418739,130.124283,125.200768,128.412994,104.166908,17181387
2019-05-20,127.657745,131.032501,124.703636,126.462715,102.584869,16272936
2019-05-27,126.319313,126.806885,121.271507,121.405357,98.482414,15552974
2019-06-03,121.510513,128.795410,121.472275,127.447418,103.383652,16938191
2019-06-10,128.470367,130.458893,128.021027,129.206497,104.810593,14353108
2019-06-17,129.435944,133.403442,128.776291,133.078400,107.951439,16580041
2019-06-24,133.078400,133.986618,131.778198,131.835571,106.943253,16291973
2019-07-01,133.460800,135.583176,133.154877,135.162521,109.642052,10305714
2019-07-08,134.847031,136.634796,133.011475,136.462708,110.696747,13800400
2019-07-15,136.606125,144.913956,135.707458,143.097519,116.078804,33357568
2019-07-22,143.556412,145.258133,141.854691,144.703629,117.381653,17566106
2019-07-29,144.464630,146.223709,139.187378,140.774384,114.194321,23929132
2019-08-05,138.604202,138.718933,129.397705,130.143402,105.570580,29939867
2019-08-12,129.694077,130.564056,124.521988,127.877632,104.954887,21412770
2019-08-19,128.948380,130.334610,123.164436,123.871895,101.667206,17261824
2019-08-26,125.286804,130.086044,123.479927,129.569794,106.343712,16953464
2019-09-02,128.919693,135.468445,127.466537,134.388138,110.298340,13246753
2019-09-09,134.407272,139.063095,134.282990,137.351822,112.730774,18606248
2019-09-16,136.290634,138.652008,134.330780,135.640533,111.326248,15824515
2019-09-23,134.980881,138.709366,134.378586,136.940720,112.393341,12805969
2019-09-30,137.409180,140.869980,133.059280,136.701721,112.197197,16351491
2019-10-07,136.003830,138.145309,132.170166,136.481842,112.016731,14500907
2019-10-14,136.051620,137.399612,126.434036,128.193115,105.213814,35150726
2019-10-21,126.778206,129.952194,125.143402,129.483749,106.273094,20141986
2019-10-28,130.019119,130.621414,127.342255,129.569794,106.343712,16884219
2019-11-04,130.248566,133.021027,130.172089,131.558319,107.975792,17970175
2019-11-11,131.166351,131.166351,127.466537,128.489487,106.702614,16763928
