Date,Open,High,Low,Close,Adj Close,Volume
2018-10-15,108.910004,111.809998,106.949997,108.660004,102.947906,155518200
2018-10-22,109.320000,110.540001,101.589996,106.959999,101.337280,251383700
2018-10-29,108.110001,108.699997,100.110001,106.160004,100.579338,242639700
2018-11-05,106.370003,112.239998,105.900002,109.570000,103.810089,147847300
2018-11-12,109.419998,109.959999,103.910004,108.290001,102.597366,180498800
2018-11-19,108.269997,108.559998,99.349998,103.070000,98.073631,150780100
2018-11-26,104.790001,111.330002,104.580002,110.889999,105.514549,170038000
2018-12-03,113.000000,113.419998,104.300003,104.820000,99.738800,174082100
2018-12-10,104.800003,111.269997,103.889999,106.029999,100.890152,197742900
2018-12-17,105.410004,106.879997,97.459999,98.230003,93.468254,356051000
2018-12-24,97.680000,102.410004,93.959999,100.389999,95.523560,183264800
2018-12-31,101.290001,102.510002,97.199997,101.930000,96.988892,155142800
2019-01-07,101.639999,104.879997,100.980003,102.800003,97.816704,157833100
2019-01-14,101.900002,107.900002,101.260002,107.709999,102.488701,155699200
2019-01-21,106.750000,107.879997,104.860001,107.169998,101.974876,112636000
2019-01-28,106.260002,106.480003,102.169998,102.779999,97.797684,201611200
2019-02-04,102.870003,107.269997,102.769997,105.669998,100.547585,130472100
2019-02-11,106.199997,108.300003,104.970001,108.220001,102.973976,110757200
2019-02-18,107.790001,111.199997,106.290001,110.970001,105.590668,96472600
2019-02-25,111.760002,113.239998,110.879997,112.529999,107.532341,119359500
2019-03-04,113.019997,113.250000,108.800003,110.510002,105.602058,111990700
2019-03-11,110.989998,117.250000,110.980003,115.910004,110.762230,173582600
2019-03-18,116.169998,120.820000,116.050003,117.050003,111.851624,160388500
2019-03-25,116.559998,118.709999,115.519997,117.940002,112.702072,119632800
2019-04-01,118.949997,120.430000,118.099998,119.889999,114.565468,99731100
2019-04-08,119.809998,120.980003,118.580002,120.949997,115.578377,83159600
2019-04-15,120.940002,123.519997,120.099998,123.370003,117.890915,77156300
2019-04-22,122.620003,131.369995,122.570000,129.889999,124.121353,132620000
2019-04-29,129.899994,130.699997,125.519997,128.899994,123.175308,119573700
2019-05-06,126.389999,128.559998,123.570000,127.129997,121.483917,146827400
2019-05-13,124.110001,130.460007,123.040001,128.070007,122.382195,139816600
2019-05-20,126.519997,128.240005,124.739998,126.239998,121.079979,92123900
2019-05-27,126.980003,128.000000,123.320000,123.680000,118.624626,89367900
2019-06-03,123.849998,132.250000,119.010002,131.399994,126.029076,147636900
2019-06-10,132.399994,134.240005,130.710007,132.449997,127.036140,102505800
2019-06-17,132.630005,137.729996,132.529999,136.970001,131.371429,133967200
2019-06-24,137.000000,138.399994,132.729996,133.960007,128.484436,124214400
2019-07-01,136.630005,137.740005,134.970001,137.059998,131.457748,69621700
2019-07-08,136.399994,139.220001,135.369995,138.899994,133.222473,102201900
2019-07-15,139.440002,140.669998,134.669998,136.619995,131.035721,138962800
2019-07-22,137.410004,141.679993,137.330002,141.339996,135.562775,101242300
2019-07-29,141.500000,141.509995,135.080002,136.899994,131.304276,143400300
2019-08-05,133.300003,139.380005,130.779999,137.710007,132.081177,159824000
2019-08-12,137.070007,138.800003,132.250000,136.130005,130.565750,130689700
2019-08-19,137.850006,139.490005,132.800003,133.389999,128.363770,117702400
2019-08-26,134.990005,139.179993,133.550003,137.860001,132.665329,104916800
2019-09-02,136.610001,140.380005,135.699997,139.100006,133.858627,83791500
2019-09-09,139.589996,139.750000,134.509995,137.320007,132.145721,129776500
2019-09-16,135.830002,142.369995,135.660004,139.440002,134.185791,133467100
2019-09-23,139.229996,140.690002,136.029999,137.729996,132.540253,108228800
2019-09-30,138.050003,140.250000,133.220001,138.119995,132.915543,116299800
2019-10-07,137.139999,141.029999,135.619995,139.679993,134.416794,103704700
2019-10-14,139.690002,141.789993,136.559998,137.410004,132.232285,107485700
2019-10-21,138.449997,141.139999,135.610001,140.729996,135.427200,140342800
2019-10-28,144.399994,145.669998,142.649994,143.720001,138.304504,132099700
2019-11-04,144.830002,145.990005,143.199997,145.960007,140.460144,86257400
2019-11-11,145.339996,149.990005,144.729996,149.970001,144.319046,93138900
2019-11-18,150.070007,151.330002,148.460007,149.589996,143.953339,105644400
2019-11-25,150.000000,152.500000,149.919998,151.380005,146.171585,74202700
2019-12-02,151.809998,151.869995,146.649994,151.750000,146.528885,103331700
2019-12-09,151.070007,154.889999,150.330002,154.529999,149.213196,100477600
2019-12-16,155.110001,158.490005,153.750000,157.410004,151.994156,152135400
2019-12-23,158.119995,159.550003,157.119995,158.960007,153.490814,59640800
2019-12-30,158.990005,160.729996,156.449997,158.619995,153.162491,78456100
2020-01-06,157.080002,163.220001,156.509995,161.339996,155.788925,112305200
2020-01-13,161.759995,167.470001,161.259995,167.100006,161.350769,124758900
