Adj Close,Date
44.07958283754462,2018-10-15
44.706901378875905,2018-10-16
44.43924546790789,2018-10-17
43.59445649891509,2018-10-18
45.18366347028768,2018-10-19
44.94110030097291,2018-10-22
45.42622663960244,2018-10-23
44.99965003149716,2018-10-24
45.38440540351368,2018-10-25
44.64835164835165,2018-10-26
44.455973962343386,2018-10-29
44.849093581577655,2018-10-30
44.31378175964163,2018-10-31
45.14100580947715,2018-11-01
44.864985651291384,2018-11-02
45.1159130678239,2018-11-05
45.082456078952895,2018-11-06
45.61776790088892,2018-11-07
45.02390634842864,2018-11-08
45.50066843984042,2018-11-09
44.990449359557644,2018-11-12
45.559218170364666,2018-11-13
45.433754462098406,2018-11-14
45.793417092461674,2018-11-15
46.1949009589137,2018-11-16
46.10289423951844,2018-11-19
45.88542381185693,2018-11-20
45.89378805907469,2018-11-21
45.82687408133268,2018-11-23
45.55085392314692,2018-11-26
46.05270875621194,2018-11-27
46.2785434310912,2018-11-28
45.97743053125219,2018-11-29
45.785052845243925,2018-11-30
45.81014558689718,2018-12-03
45.65122488975992,2018-12-04
45.433754462098406,2018-12-06
45.57594666480016,2018-12-07
45.1995555400014,2018-12-10
45.66795338419542,2018-12-11
46.02761601455869,2018-12-12
46.14471547560719,2018-12-13
45.54248967592917,2018-12-14
44.60569398754112,2018-12-17
44.60569398754112,2018-12-18
44.471866032057115,2018-12-19
44.53878000979911,2018-12-20
44.087110660040594,2018-12-21
43.00812276895079,2018-12-24
43.978375446209846,2018-12-26
44.003468187863085,2018-12-27
43.88636872681459,2018-12-28
44.078746412822845,2018-12-31
43.96164695177434,2019-01-02
43.76090501854833,2019-01-03
44.471866032057115,2019-01-04
44.14566039056485,2019-01-07
44.1540246377826,2019-01-08
43.78599776020158,2019-01-09
43.995103940645336,2019-01-10
44.2042101210891,2019-01-11
43.66053405193532,2019-01-14
44.070382165605096,2019-01-15
43.53507034366907,2019-01-16
43.91982571568559,2019-01-17
44.14566039056485,2019-01-18
44.02856092951634,2019-01-22
44.57223699867012,2019-01-23
44.078746412822845,2019-01-24
44.02856092951634,2019-01-25
43.91982571568559,2019-01-28
44.65587947084762,2019-01-29
44.70606495415412,2019-01-30
44.37149506544411,2019-01-31
44.864985651291384,2019-02-01
45.3166550010499,2019-02-04
46.178172464478195,2019-02-05
45.59267515923567,2019-02-06
45.793417092461674,2019-02-07
45.82687408133268,2019-02-08
45.54248967592917,2019-02-11
46.2785434310912,2019-02-12
46.18653671169595,2019-02-13
46.31367326940575,2019-02-14
46.355494505494505,2019-02-15
46.72352138307552,2019-02-19
47.058091271785536,2019-02-20
47.17519073283404,2019-02-21
46.706792888640024,2019-02-22
46.24675929166375,2019-02-25
46.531143697067264,2019-02-26
45.217956883880454,2019-02-27
45.26814236718695,2019-02-28
44.81647301742843,2019-03-01
45.15104290613845,2019-03-04
45.68635472807447,2019-03-05
45.46052005319521,2019-03-06
45.88709666130048,2019-03-07
46.48932246097851,2019-03-08
46.171481066704,2019-03-11
46.2216665500105,2019-03-12
46.69842864142227,2019-03-13
47.50976062154406,2019-03-14
48.2625428711416,2019-03-15
48.17053615174635,2019-03-18
48.20399314061734,2019-03-19
48.530198782109615,2019-03-20
48.98186813186813,2019-03-21
48.47164905158536,2019-03-22
48.65566249037587,2019-03-25
49.115696087352134,2019-03-26
48.99859662630363,2019-03-27
49.04041786239239,2019-03-28
49.023689367956884,2019-03-29
48.86476867081963,2019-04-01
48.87313291803738,2019-04-02
48.99023237908588,2019-04-03
49.006960873521386,2019-04-04
48.85640442360188,2019-04-05
49.08223909848113,2019-04-08
48.881497165255126,2019-04-09
48.85640442360188,2019-04-10
48.87313291803738,2019-04-11
48.63893399594036,2019-04-12
48.63893399594036,2019-04-15
48.672390984811365,2019-04-16
48.78949044585987,2019-04-17
49.935392314691676,2019-04-18
49.82665710086092,2019-04-22
49.87684258416743,2019-04-23
49.83502134807867,2019-04-24
49.893571078602925,2019-04-25
50.445611394974456,2019-04-26
50.67144606985371,2019-04-29
51.599877511024005,2019-04-30
51.13984391404774,2019-05-01
51.15155386015258,2019-05-02
51.75377965983061,2019-05-03
51.68686568208861,2019-05-06
51.093004129628326,2019-05-07
51.49448799608035,2019-05-08
51.394117029467346,2019-05-09
51.82069363757262,2019-05-10
51.611587457128856,2019-05-13
51.10973262406383,2019-05-14
51.611587457128856,2019-05-15
52.046528312451876,2019-05-16
52.02979981801638,2019-05-17
51.87087912087912,2019-05-20
51.75377965983061,2019-05-21
52.389462448379646,2019-05-22
52.314184223419886,2019-05-23
52.94150276475117,2019-05-24
52.36436970672639,2019-05-28
52.30581997620214,2019-05-29
52.73239658430741,2019-05-30
52.07998530132288,2019-05-31
52.59020438160566,2019-06-03
52.47310492055715,2019-06-04
52.740760831525165,2019-06-05
53.058602225799675,2019-06-06
53.43499335059845,2019-06-07
53.217522922936936,2019-06-10
53.535364317211446,2019-06-11
53.961940925316725,2019-06-12
53.568821306082455,2019-06-13
53.501907328340444,2019-06-14
53.38480786729194,2019-06-17
53.27607265346119,2019-06-18
53.401536361727445,2019-06-19
53.18406593406593,2019-06-20
53.267708406243436,2019-06-21
53.76956323930846,2019-06-24
53.39317211450969,2019-06-25
52.790946314831665,2019-06-26
52.71566808987191,2019-06-27
52.966595506404424,2019-06-28
53.04187373136418,2019-07-01
53.86993420592147,2019-07-02
54.49725274725275,2019-07-03
54.053947644711975,2019-07-05
54.24632533072024,2019-07-08
53.74447049765521,2019-07-09
53.5604570588647,2019-07-10
53.610642542171206,2019-07-11
53.5604570588647,2019-07-12
53.694285014348715,2019-07-15
53.95357667809897,2019-07-16
53.91175544201022,2019-07-17
54.087404633582985,2019-07-18
53.29280114789669,2019-07-19
53.660828025477706,2019-07-22
53.5270000699937,2019-07-23
53.18406593406593,2019-07-24
52.06325680688738,2019-07-25
52.11344229019388,2019-07-26
52.54001889829915,2019-07-29
52.21381325680689,2019-07-30
51.41920977112059,2019-07-31
51.661772940435355,2019-08-01
51.21010359067684,2019-08-02
50.223122418982285,2019-08-05
50.398771610555045,2019-08-06
50.80861972422482,2019-08-07
50.94161125498705,2019-08-08
50.749233568978795,2019-08-09
51.28454539091482,2019-08-12
51.27618114369707,2019-08-13
51.25108840204382,2019-08-14
51.72785049345559,2019-08-15
52.58936795688388,2019-08-16
53.22505074543291,2019-08-19
53.015944564989155,2019-08-20
53.25014348708616,2019-08-21
53.13304402603766,2019-08-22
52.61446069853714,2019-08-23
52.9573948344649,2019-08-26
53.67672009519144,2019-08-27
53.902554770070694,2019-08-28
54.17857492825646,2019-08-29
54.36258836704697,2019-08-30
55.307748302652755,2019-09-03
55.74268915797579,2019-09-04
54.83098621124099,2019-09-05
54.939721425071745,2019-09-06
53.97783299503044,2019-09-09
52.98248757611815,2019-09-10
52.9908518233359,2019-09-11
53.09958703716666,2019-09-12
52.65628193462589,2019-09-13
52.07914887660111,2019-09-16
52.90720935115839,2019-09-17
52.9573948344649,2019-09-18
52.9239378455939,2019-09-19
51.677665010149084,2019-09-20
51.9955064044236,2019-09-23
52.505725484706375,2019-09-24
51.87004269615735,2019-09-25
52.279890809827116,2019-09-26
52.070784629383354,2019-09-27
51.78640022397985,2019-09-30
51.895135437810595,2019-10-01
50.9499755022048,2019-10-02
51.20926716595506,2019-10-03
51.43510184083433,2019-10-04
51.44346608805208,2019-10-07
50.95833974942255,2019-10-08
51.30127388535032,2019-10-09
51.10889619934206,2019-10-10
50.99179673829355,2019-10-11
50.632134107930284,2019-10-14
50.33938545530902,2019-10-15
51.192538671519564,2019-10-16
51.68602925736683,2019-10-17
51.76967172954434,2019-10-18
51.058710716035556,2019-10-21
51.008525232729056,2019-10-22
50.9499755022048,2019-10-23
51.493651571358576,2019-10-24
51.13398894099531,2019-10-25
50.80778329950304,2019-10-28
51.08380345768881,2019-10-29
51.83658570728634,2019-10-30
52.17282844543991,2019-10-31
51.87171554560089,2019-11-01
51.22766850983411,2019-11-04
51.61242388185063,2019-11-05
52.40702736753692,2019-11-06
51.804801567858895,2019-11-07
52.04736473717365,2019-11-08
51.69606635402813,2019-11-11
51.344767970882614,2019-11-12
51.82989430951215,2019-11-13
51.49532442080213,2019-11-14
51.26948974592287,2019-11-15
51.36986071253587,2019-11-18
51.26112549870512,2019-11-19
51.068747812696856,2019-11-20
50.56689297963183,2019-11-21
50.583621474067336,2019-11-22
50.893098621124096,2019-11-25
51.202575768180864,2019-11-26
51.27785399314062,2019-11-27
51.65424511793939,2019-11-29
51.47859592636663,2019-12-02
51.40331770140687,2019-12-03
51.679337859592636,2019-12-04
51.54550990410863,2019-12-05
51.9219010289074,2019-12-06
52.26483516483516,2019-12-09
52.04736473717365,2019-12-10
51.77134457898789,2019-12-11
51.65424511793939,2019-12-12
52.86706096451319,2019-12-13
53.678392944634986,2019-12-16
48.969321761041506,2019-12-17
48.65148036676699,2019-12-18
49.22024917757402,2019-12-19
49.362441380275776,2019-12-20
49.44608385245328,2019-12-23
49.31225589696927,2019-12-24
49.40426261636453,2019-12-26
50.14868061874431,2019-12-27
49.82247497725204,2019-12-30
49.713739763421295,2019-12-31
49.588276055155035,2020-01-02
49.52136207741303,2020-01-03
49.57154756071954,2020-01-06
48.802036816686496,2020-01-07
48.60129488346049,2020-01-08
48.9024077832995,2020-01-09
48.935864772170504,2020-01-10
49.153335199832014,2020-01-13
49.01114299713026,2020-01-14
49.40426261636453,2020-01-15
49.529726324630786,2020-01-16
49.85593196612305,2020-01-17
50.290872821446065,2020-01-21
50.16540911317981,2020-01-22
50.16540911317981,2020-01-23
51.42841044306012,2020-01-24
50.69235668789809,2020-01-27
51.21094001539861,2020-01-28
50.157044865962064,2020-01-29
51.9553580177784,2020-01-30
51.8884440400364,2020-01-31
51.96372226499615,2020-02-03
51.846622803947646,2020-02-04
52.28156365927067,2020-02-05
52.8837894589487,2020-02-06
52.61613354798068,2020-02-07
52.63286204241618,2020-02-10
52.80014698677119,2020-02-11
52.60776930076293,2020-02-12
52.52412682858543,2020-02-13
52.39866312031917,2020-02-14
52.54921957023868,2020-02-18
52.0390004899559,2020-02-19
52.14940855323021,2020-02-20
52.207958283754465,2020-02-21
50.60202281794639,2020-02-24
49.76559809617135,2020-02-25
