Adj Close,Date
118.27989359905419,2018-10-15
120.58456341834149,2018-10-16
123.14530766199404,2018-10-17
123.1806282722513,2018-10-18
122.78327140685695,2018-10-19
122.45655576197714,2018-10-22
122.67730957608512,2018-10-23
121.38810730169453,2018-10-24
122.27112255812644,2018-10-25
120.94659967347857,2018-10-26
121.45874852220909,2018-10-29
124.2843973427912,2018-10-30
123.61330574790294,2018-10-31
124.34620841074141,2018-11-01
124.22258627484096,2018-11-02
125.56476946461744,2018-11-05
125.89148510949725,2018-11-06
127.81645836851882,2018-11-07
128.30211675955638,2018-11-08
128.33743736981364,2018-11-09
128.5846816416146,2018-11-12
127.75464730056859,2018-11-13
127.37495074030286,2018-11-14
127.59570455441084,2018-11-15
128.9113972864944,2018-11-16
130.4478438326859,2018-11-19
129.31758430445305,2018-11-20
125.37933626076676,2018-11-21
125.5912599223104,2018-11-23
125.6265805325677,2018-11-26
127.26015875696673,2018-11-27
130.10346788267748,2018-11-28
129.58248888138263,2018-11-29
130.50965490063615,2018-11-30
129.90037437369813,2018-12-03
129.74143162754038,2018-12-04
129.63546979676855,2018-12-06
129.21162247368125,2018-12-07
129.0615098800878,2018-12-10
130.1564487980634,2018-12-11
130.68625795192253,2018-12-12
131.33968924168215,2018-12-13
118.23574283623262,2018-12-14
114.82730394640544,2018-12-17
115.95756347463828,2018-12-18
113.47629060406462,2018-12-19
114.0590806733097,2018-12-20
113.90013792715195,2018-12-21
109.26430783088442,2018-12-24
112.6815768732759,2018-12-26
113.29968755277824,2018-12-27
113.17606541687776,2018-12-28
114.74783257332659,2018-12-31
113.59991273996509,2019-01-02
111.80739176940831,2019-01-03
113.67055396047964,2019-01-04
112.94648145020548,2019-01-07
115.55137645667962,2019-01-08
114.64187074255476,2019-01-09
115.33062264257164,2019-01-10
115.36594325282891,2019-01-11
114.06791082587401,2019-01-14
115.02156730282049,2019-01-15
113.85598716433034,2019-01-16
114.78315318358385,2019-01-17
116.1959775938749,2019-01-18
114.52707875921861,2019-01-22
114.52707875921861,2019-01-23
112.96414175533413,2019-01-24
114.0237600630524,2019-01-25
114.69485165794067,2019-01-28
115.87809210155943,2019-01-29
117.0348420874852,2019-01-30
118.30638405674718,2019-01-31
119.2953611439509,2019-02-01
118.12978100546079,2019-02-04
118.12978100546079,2019-02-05
118.23574283623262,2019-02-06
117.39687834262232,2019-02-07
117.70593368237347,2019-02-08
117.35272757980071,2019-02-11
119.26004053369363,2019-02-12
119.51611495805888,2019-02-13
119.39249282215842,2019-02-14
121.22033440297247,2019-02-15
120.61105387603445,2019-02-19
121.19384394527951,2019-02-20
120.37263975679782,2019-02-21
121.41459775938749,2019-02-22
121.85610538760344,2019-02-25
121.77663401452459,2019-02-26
121.56471035298092,2019-02-27
122.24463210043348,2019-02-28
123.75458818893205,2019-03-01
123.8693801722682,2019-03-04
124.12545459663346,2019-03-05
124.40801947869167,2019-03-06
123.65745651072456,2019-03-07
123.4985137645668,2019-03-08
123.94002139278275,2019-03-11
124.48749085177054,2019-03-12
124.69058436074987,2019-03-13
123.46319315430954,2019-03-14
123.09232674660812,2019-03-15
122.7126301863424,2019-03-18
123.83405956201092,2019-03-19
122.81859201711423,2019-03-20
123.53383437482407,2019-03-21
122.4830462196701,2019-03-22
122.21814164274055,2019-03-25
123.94885154534707,2019-03-26
124.06364352868322,2019-03-27
124.22258627484096,2019-03-28
125.026130158194,2019-03-29
124.31088780048415,2019-04-01
123.18945842481564,2019-04-02
122.7126301863424,2019-04-03
121.29980577605134,2019-04-04
121.83844508247482,2019-04-05
121.80312447221752,2019-04-08
121.29980577605134,2019-04-09
121.30863592861567,2019-04-10
120.98192028373586,2019-04-11
121.66184203118841,2019-04-12
122.13867026966167,2019-04-15
123.46319315430954,2019-04-16
123.90470078252548,2019-04-17
123.02168552609358,2019-04-18
